round,test_loss
1,2290.00439453125
2,2070.966552734375
3,2024.6077880859375
4,2006.99267578125
5,1997.635009765625
6,1987.5223388671875
7,1980.6014404296875
8,1970.4190673828125
9,1964.240478515625
10,1956.4964599609375
11,1947.8760986328125
12,1943.6461181640625
13,1937.84033203125
14,1935.6627197265625
15,1931.20068359375
16,1927.1480712890625
17,1926.97802734375
18,1926.0794677734375
19,1925.8023681640625
20,1922.236572265625
