epoch,train_loss,test_loss
1,1519.91259765625,2422.192138671875
2,1400.038818359375,2260.421875
3,1332.82275390625,2172.1953125
4,1292.0748291015625,2127.97265625
5,1261.1903076171875,2093.3388671875
6,1237.041748046875,2068.266845703125
7,1219.704345703125,2045.1448974609375
8,1203.6829833984375,2019.79052734375
9,1190.2879638671875,2001.4224853515625
10,1178.3277587890625,1985.1705322265625
11,1168.7669677734375,1974.8631591796875
12,1160.9349365234375,1966.0908203125
13,1153.4649658203125,1962.4420166015625
14,1147.0013427734375,1953.3768310546875
15,1140.5977783203125,1950.0159912109375
16,1134.503173828125,1944.681396484375
17,1131.83984375,1951.9974365234375
18,1125.857421875,1939.4368896484375
19,1122.8272705078125,1936.7672119140625
20,1118.4683837890625,1935.728515625
21,1114.3006591796875,1935.6505126953125
22,1113.06689453125,1931.9249267578125
23,1109.02978515625,1930.3409423828125
24,1106.51416015625,1929.11279296875
25,1103.844970703125,1931.188232421875
26,1100.3779296875,1931.8924560546875
27,1097.61279296875,1927.07421875
28,1095.8046875,1923.818359375
29,1093.8477783203125,1928.417236328125
30,1091.23876953125,1927.9541015625
31,1089.366943359375,1926.169677734375
32,1087.8975830078125,1927.9266357421875
33,1085.5762939453125,1924.9818115234375
34,1083.4073486328125,1926.404541015625
35,1081.120849609375,1924.15087890625
36,1079.781494140625,1921.906005859375
37,1077.66650390625,1919.4901123046875
38,1075.991455078125,1922.4881591796875
39,1074.3126220703125,1922.424072265625
40,1072.6514892578125,1924.9771728515625
41,1071.349365234375,1919.05615234375
42,1070.010498046875,1917.960205078125
43,1068.790283203125,1919.737548828125
44,1066.835693359375,1921.9918212890625
45,1065.7021484375,1920.0743408203125
46,1064.4771728515625,1919.2801513671875
47,1062.526123046875,1914.536865234375
48,1060.599365234375,1918.5926513671875
49,1060.6932373046875,1916.0733642578125
50,1059.9974365234375,1923.6375732421875
51,1058.7386474609375,1922.876220703125
52,1056.6903076171875,1920.4327392578125
53,1055.6751708984375,1921.111572265625
54,1054.0948486328125,1923.1767578125
55,1053.643310546875,1917.9373779296875
56,1053.17529296875,1924.6544189453125
57,1052.3526611328125,1921.0364990234375
