round,test_loss
1,2420.91162109375
2,2190.889404296875
3,2093.298828125
4,2032.649658203125
5,2000.610595703125
6,1983.5704345703125
7,1973.4144287109375
8,1964.889892578125
9,1954.5103759765625
10,1952.495361328125
11,1945.94482421875
12,1947.319091796875
13,1943.5712890625
14,1939.588134765625
15,1938.2088623046875
16,1933.0931396484375
17,1935.1549072265625
18,1932.721923828125
19,1928.0867919921875
20,1925.6988525390625
21,1925.3812255859375
22,1927.050048828125
23,1922.37890625
24,1918.4781494140625
25,1917.896728515625
26,1917.0301513671875
27,1916.70654296875
28,1912.283203125
29,1914.4990234375
30,1908.6427001953125
31,1903.42919921875
32,1904.5894775390625
33,1906.8792724609375
34,1908.1463623046875
35,1904.5701904296875
36,1902.841796875
37,1903.3623046875
38,1904.362060546875
39,1896.357177734375
40,1899.4146728515625
41,1899.2584228515625
42,1899.8360595703125
43,1898.828857421875
44,1896.23974609375
45,1895.1429443359375
46,1892.9097900390625
47,1895.052978515625
48,1899.830322265625
49,1904.3746337890625
50,1902.569091796875
51,1901.4580078125
52,1902.4815673828125
53,1904.9498291015625
54,1901.425537109375
55,1913.6575927734375
56,1904.3487548828125
57,1903.68798828125
58,1905.9666748046875
59,1913.6180419921875
60,1903.38720703125
61,1912.8531494140625
62,1906.1590576171875
63,1909.4710693359375
64,1907.0728759765625
65,1912.7406005859375
66,1912.7845458984375
67,1911.634765625
68,1906.17138671875
69,1915.71875
70,1908.3211669921875
71,1914.3350830078125
72,1911.5018310546875
73,1909.850341796875
74,1894.5565185546875
75,1892.7958984375
76,1889.8812255859375
77,1884.907470703125
78,1890.0731201171875
79,1889.67578125
80,1886.3372802734375
81,1880.783935546875
82,1891.9547119140625
83,1892.688232421875
84,1891.2265625
85,1889.3828125
86,1897.9342041015625
87,1887.998291015625
88,1893.2135009765625
89,1887.181396484375
90,1893.4259033203125
91,1895.9871826171875
92,1892.2633056640625
93,1883.3199462890625
94,1891.283447265625
95,1893.1280517578125
96,1889.8980712890625
97,1898.83544921875
98,1899.5430908203125
99,1897.109619140625
100,1898.7216796875
