round,test_loss
1,2018.1485595703125
2,1922.0341796875
3,1900.1016845703125
4,1891.1842041015625
5,1890.4893798828125
6,1893.78076171875
7,1887.3338623046875
8,1893.6427001953125
9,1899.243896484375
