epoch,train_loss,test_loss
1,1551.172119140625,2594.909912109375
2,1320.45458984375,2446.4248046875
3,1255.8709716796875,2354.957763671875
4,1211.1214599609375,2263.1767578125
5,1179.4403076171875,2223.234130859375
6,1156.4000244140625,2212.44189453125
7,1138.6751708984375,2201.25927734375
8,1124.868896484375,2196.695556640625
9,1114.3062744140625,2186.11279296875
10,1106.8536376953125,2174.908935546875
11,1100.3077392578125,2169.767333984375
12,1094.3055419921875,2157.99853515625
13,1088.93212890625,2147.43408203125
14,1084.89990234375,2141.70458984375
15,1080.6871337890625,2133.75390625
16,1076.6959228515625,2131.782958984375
17,1073.702880859375,2123.434814453125
18,1069.9813232421875,2120.723388671875
19,1067.341552734375,2117.64697265625
20,1064.252197265625,2112.9931640625
21,1061.5963134765625,2113.263671875
22,1059.4554443359375,2108.3271484375
23,1055.90380859375,2108.8857421875
24,1053.334228515625,2103.66015625
25,1050.8604736328125,2104.5615234375
26,1048.7431640625,2105.2900390625
27,1045.57470703125,2099.27880859375
28,1042.400146484375,2094.095703125
29,1041.413818359375,2094.228759765625
30,1038.8389892578125,2088.33642578125
31,1036.5477294921875,2093.89990234375
32,1034.9395751953125,2088.084228515625
33,1033.280517578125,2090.054931640625
34,1031.31005859375,2083.27587890625
35,1029.7529296875,2092.071044921875
36,1028.3433837890625,2084.84130859375
37,1026.72802734375,2082.17333984375
38,1024.915771484375,2079.84912109375
39,1023.8612060546875,2085.27880859375
40,1022.328369140625,2075.41455078125
41,1020.8722534179688,2081.09521484375
42,1019.2338256835938,2086.1923828125
43,1018.5765380859375,2075.96630859375
44,1016.64794921875,2077.571533203125
45,1015.3944702148438,2074.879150390625
46,1014.07763671875,2074.12158203125
47,1012.94580078125,2083.900390625
48,1011.785888671875,2078.2880859375
49,1010.4429321289062,2084.361328125
50,1009.3297119140625,2078.77880859375
51,1008.618408203125,2078.3955078125
52,1007.078369140625,2076.17724609375
53,1005.696044921875,2078.37646484375
54,1004.6384887695312,2079.698974609375
55,1003.9039306640625,2080.306396484375
56,1003.3641967773438,2086.193603515625
57,1001.859130859375,2077.435791015625
58,1001.8668823242188,2077.587646484375
59,1000.253662109375,2087.7734375
60,998.9982299804688,2078.81201171875
61,998.2867431640625,2086.255126953125
62,997.2639770507812,2074.12255859375
63,996.7344360351562,2081.79931640625
64,995.5554809570312,2075.806884765625
65,995.4696044921875,2077.813720703125
66,994.237548828125,2085.2529296875
67,993.6427612304688,2082.180419921875
68,992.42626953125,2080.8154296875
69,991.8316040039062,2072.828369140625
70,991.1431274414062,2082.593505859375
71,990.177490234375,2082.28466796875
72,989.5330810546875,2078.31396484375
73,988.4649658203125,2087.902099609375
74,987.9088745117188,2087.8408203125
75,987.1796264648438,2080.385009765625
76,987.2452392578125,2086.437255859375
77,986.2899169921875,2079.23291015625
78,985.047119140625,2084.369384765625
79,984.322509765625,2083.50146484375
80,983.8817749023438,2079.372314453125
81,983.37841796875,2083.281005859375
82,982.8182373046875,2092.11083984375
83,982.0401611328125,2084.443359375
84,981.466552734375,2081.531005859375
85,981.0578002929688,2082.349365234375
86,980.7003784179688,2085.66650390625
87,979.5132446289062,2078.94091796875
88,979.4478759765625,2082.502685546875
89,978.5514526367188,2088.023193359375
90,978.5866088867188,2080.8916015625
91,977.4776611328125,2083.41259765625
92,977.1946411132812,2084.750244140625
93,976.5570678710938,2081.645751953125
94,976.5121459960938,2088.063720703125
95,975.642333984375,2080.5068359375
96,975.3282470703125,2085.22900390625
97,974.8551025390625,2088.262451171875
98,974.4797973632812,2086.970703125
99,973.5414428710938,2082.330078125
100,973.1417846679688,2084.22314453125
