round,test_loss
1,2084.373046875
2,1948.7796630859375
3,1920.87353515625
4,1904.7984619140625
5,1890.9820556640625
6,1881.5240478515625
7,1873.3765869140625
8,1874.4979248046875
9,1877.86279296875
10,1873.9442138671875
11,1869.84423828125
12,1872.658203125
13,1872.7196044921875
