epoch,train_loss,test_loss
1,807.7291259765625,2751.08935546875
2,720.9284057617188,2629.476318359375
3,684.9388427734375,2547.286865234375
4,660.1539916992188,2460.62060546875
5,639.7095947265625,2428.32177734375
6,623.886962890625,2408.455322265625
7,613.3753662109375,2400.168701171875
8,605.768798828125,2399.29541015625
9,601.0497436523438,2408.33984375
10,598.2399291992188,2405.00439453125
11,594.9043579101562,2409.22802734375
12,591.8488159179688,2411.66650390625
13,589.63916015625,2404.16796875
14,587.2797241210938,2402.1923828125
15,584.8990478515625,2417.167236328125
16,582.5346069335938,2409.272216796875
17,580.0555419921875,2404.307373046875
18,578.174560546875,2406.735107421875
