epoch,train_loss,test_loss
1,896.2064819335938,2855.090087890625
2,744.6959228515625,2534.37158203125
3,696.055908203125,2468.285888671875
4,665.8939208984375,2401.73193359375
5,643.9363403320312,2347.845703125
6,628.4873657226562,2313.20654296875
7,617.5953369140625,2288.675537109375
8,609.3912353515625,2269.5205078125
9,603.1024780273438,2253.76953125
10,596.9605712890625,2231.194580078125
11,591.8914794921875,2214.184326171875
12,586.05712890625,2197.347412109375
13,581.425048828125,2187.72412109375
14,576.7271728515625,2175.767822265625
15,572.6375732421875,2165.244140625
16,568.0733032226562,2155.11767578125
17,563.6895141601562,2145.2490234375
18,559.9239501953125,2143.664306640625
19,556.099365234375,2133.69189453125
20,553.2271118164062,2134.521484375
21,550.6902465820312,2126.970947265625
22,548.9463500976562,2127.27685546875
23,546.8298950195312,2125.638671875
24,545.0274658203125,2129.789794921875
25,543.404052734375,2125.422119140625
26,541.7797241210938,2115.455810546875
27,540.8342895507812,2126.818115234375
28,539.4371337890625,2118.235107421875
29,538.4461669921875,2116.829833984375
30,536.6929321289062,2126.008056640625
31,535.9668579101562,2118.26171875
32,534.8831176757812,2126.984375
33,534.1033935546875,2123.144287109375
34,533.0822143554688,2123.986572265625
35,531.7101440429688,2116.8740234375
36,531.3217163085938,2129.206298828125
