round,test_loss
1,2035.1893310546875
2,1943.696044921875
3,1922.195556640625
4,1912.59130859375
5,1905.72900390625
6,1898.6473388671875
7,1900.9737548828125
8,1892.5203857421875
9,1892.9014892578125
10,1889.0762939453125
11,1894.3421630859375
